date,canada div,usa div,mx div,colo div,venezdiv,br div,peru div,boliviadiv,arg div,chi div
2020-12-19,12918,12792.93333,6738.333333,6995,1544,5575.222222,0,1055.7,2897.5,2220
2020-12-20,12014,12516.4,3816.666667,5580,1176,2827.222222,3578.888889,430.1,2058,2191
2020-12-21,15154,13273.26667,2983.333333,5422.5,1752,2779.888889,898.8888889,615.4,2926.5,2447
2020-12-22,12520,13204.46667,6950.555556,6263,1260,6133.555556,532.2222222,1145.8,4070.5,1196
2020-12-23,13842,15304.06667,6473.888889,7116.5,784,5188.444444,932.2222222,1708.5,4293,1725
2020-12-24,13368,12944.4,6936.111111,7470,884,6492,0,1796.9,0,3238
2020-12-25,3498,6507.666667,5377.222222,7470.5,1432,2735,2127.222222,797.3,5344.5,1679
2020-12-26,6228,15086.86667,2763.333333,5098,1392,1916.222222,868.8888889,1290.3,1856.5,2563
2020-12-27,20200,10375.6,3453.888889,4797,1460,2053.222222,0,839.8,2515,1711
2020-12-28,12930,11643.4,3331.111111,4655,1280,2283.111111,1172.777778,1276.7,3608,1923
2020-12-29,16378,13346.06667,6721.666667,5507.5,900,6524.222222,695,2198.1,5825,1958
2020-12-30,16918,15575.6,6892.222222,5819.5,1040,6183.222222,882.2222222,2524.5,5882.5,2964
2020-12-31,14286,15704.33333,6755,8157,1748,6308.111111,2578.333333,2978.4,5793,2023
2021-01-01,1982,10234,6161.666667,6052.5,1304,2733.888889,0,1463.7,2040,3591
2021-01-02,9070,20027.73333,3532.777778,5764,796,1758.555556,0,1819,2620,3338
2021-01-03,32282,13916.06667,2895,4706,588,1926.777778,1645.555556,1030.2,2942,2289
2021-01-04,20116,12286.6,3591.111111,5155.5,708,2222.888889,764.4444444,1717,4111,2450
2021-01-05,14500,15669.86667,6261.666667,8417.5,1020,6294.222222,0,2714.9,6895,2460
2021-01-06,16164,17025.93333,7413.888889,8402.5,984,7047.777778,1412.777778,2912.1,6720.5,2382
2021-01-07,16454,18537.66667,7630,8788,1656,9760.333333,0,3247,6917.5,3693
2021-01-08,18474,19549.8,7978.888889,9110.5,1380,5781.666667,2312.222222,3847.1,6673,4205
2021-01-09,16786,17510.46667,8947.222222,7897.5,2020,6921.111111,0,2794.8,5528.5,4361
2021-01-10,14566,14217.86667,5557.222222,7768.5,1752,3310.222222,0,1866.6,3904,4181
2021-01-11,16650,14332.13333,4218.888889,7501.5,1492,2869.111111,5002.222222,2366.4,4352,3969
2021-01-12,12282,15130.26667,7997.222222,7089.5,1264,7113.888889,1203.333333,2504.1,6891.5,3243
2021-01-13,14278,15356.6,8818.333333,7949,2048,6766.555556,1600.555556,3496.9,6362.5,3390
2021-01-14,14894,15707.6,9148.888889,8560.5,2416,7528.666667,0,3736.6,6643,4187
2021-01-15,13760,16183.2,11870,10539,1764,7688.666667,8773.333333,4374.1,6166,4468
2021-01-16,12718,13442.6,11401.66667,10427.5,1800,6840.777778,0,3554.7,4466,4313
2021-01-17,12568,11852.86667,6205.555556,8689.5,1988,3671.111111,2524.444444,2555.1,3632,4339
2021-01-18,12840,9559.4,4485.555556,7359.5,2564,2630.111111,0,2635,4092.5,3918
2021-01-19,10056,11782.53333,10496.66667,7969.5,2692,6899.333333,0,4006.9,6070.5,3401
2021-01-20,11402,12213.6,11415.55556,8954,2296,7153.888889,7026.111111,4513.5,6056,3589
2021-01-21,12222,12916.66667,12410.55556,7683,2276,6568.777778,0,4501.6,5698,4367
2021-01-22,11654,12711.8,11670.55556,7536.5,2140,6283.555556,5385,3168.8,5376.5,4959
2021-01-23,10188,11374.8,11142.77778,7775.5,1800,6926,0,2944.4,4181,4581
2021-01-24,9358,8735.4,6040,6258,1856,3147,6128.333333,1781.6,2515.5,4463
2021-01-25,11234,10131.26667,4733.888889,6130.5,1612,2979.555556,0,3027.7,3789,4068
2021-01-26,8082,9838,9536.111111,6803,1652,6884.777778,7389.444444,4063,5204.5,3322
2021-01-27,8640,10215.93333,9968.888889,6976.5,1732,7057.777778,0,4872.2,5421.5,3388
2021-01-28,9612,11284,10372.22222,6135,1624,6867.888889,3739.444444,4508.4,4735.5,4255
2021-01-29,9654,11099.6,9096.666667,5029,1648,6647.333333,3175,4532.2,4919,4606
2021-01-30,8220,9488.133333,8520.555556,4586.5,2188,6495.777778,7409.444444,3408.5,3451,4151
2021-01-31,7866,7467.933333,3905.555556,4039,2416,3084,2898.333333,2444.6,2487.5,4209
2021-02-01,9004,9011.533333,3026.666667,4811,1676,2732.333333,0,2488.8,3307,3779
2021-02-02,5896,7688.866667,2435.555556,5045.5,1624,6010.666667,2487.222222,3615.9,4847.5,3147
2021-02-03,6534,8107.4,6751.666667,5512.5,2252,6222.444444,8678.333333,3435.7,4598,2610
2021-02-04,7964,8261.6,0,4895,1840,6319.222222,0,3037.9,4445.5,3592
2021-02-05,8272,8957.466667,14792.22222,3624,1824,5652.444444,3730.555556,2849.2,4187,3782
2021-02-06,6528,6932.466667,7338.333333,4273.5,1648,0,4440.555556,2070.6,3340,4063
2021-02-07,6414,5977.266667,3369.444444,3004.5,1892,8608.333333,7585,1426.3,1829,3804
2021-02-08,7606,6022.866667,2148.888889,2123,1920,0,0,2074,2577,3464
2021-02-09,5366,6374.666667,5965.555556,2721,2000,8325,5600,2624.8,3897,2839
2021-02-10,6536,6342.6,6187.777778,3221.5,1520,6622.444444,0,3010.7,3869.5,2387
2021-02-11,6354,7046.466667,5931.666667,3147,1408,6082.444444,3735.555556,2298.4,3655.5,3731
2021-02-12,5358,6640.6,5771.111111,2764,1724,5727.333333,4892.777778,2114.8,3575.5,4164
2021-02-13,7594,5807.933333,5411.666667,2473.5,1936,4922.111111,4688.333333,1594.6,3028.5,3925
2021-02-14,4408,4334.666667,2277.222222,2461.5,1900,2751,8083.333333,1183.2,2122.5,3813
2021-02-15,3526,3612.933333,1721.111111,1755,1436,3577.444444,1779.444444,700.4,1629.5,3332
2021-02-16,8438,4181.6,4823.888889,2024.5,1400,6141.222222,0,955.4,2001.5,2498
2021-02-17,5122,4673.6,4993.333333,2551.5,1568,6307.333333,3460,1341.3,3032,2275
2021-02-18,6870,4637.066667,5055,2412,1848,5764.333333,4115.555556,1749.3,3835.5,3828
2021-02-19,6166,5306.333333,4349.444444,2238,1332,5953.555556,5370.555556,1958.4,3943,3797
2021-02-20,5314,4767.6,4325,2508.5,1956,6104.444444,4288.333333,1861.5,2972,3906
2021-02-21,4814,3803.4,1724.444444,2122,1860,3225.111111,7658.888889,885.7,1854.5,3615
2021-02-22,6906,3748.2,1251.111111,1700.5,1908,2998.444444,0,1502.8,2708.5,3549
2021-02-23,6426,4817,4796.666667,1963,1764,6968.333333,1915.555556,2046.8,3738.5,2308
2021-02-24,5890,4980,4801.111111,1976.5,1836,7398.666667,3744.444444,2276.3,4091.5,2555
2021-02-25,6294,5166.333333,4701.111111,1841.5,1704,7333.111111,4056.666667,1875.1,4117,4472
2021-02-26,6344,5128.6,4173.333333,1783.5,1696,7241,8646.666667,1817.3,2541.5,4585
2021-02-27,5360,4292.866667,4025.555556,1671.5,1776,6844.666667,4166.666667,1115.2,2734.5,4489
2021-02-28,4694,3415.933333,1561.111111,1777.5,1508,3780.777778,0,787.1,1584,3207
2021-03-01,7388,3927.466667,1301.666667,1785,1716,3971.333333,3301.111111,1286.9,2329,5145
2021-03-02,5326,3802.733333,4396.111111,2169.5,1556,6658.333333,4717.777778,1343,3326.5,2742
2021-03-03,5568,4479.6,4329.444444,1523.5,1796,7967.111111,0,1417.8,3927.5,3040
2021-03-04,5960,4533.2,4178.333333,1782.5,2308,8344.666667,3706.666667,1647.3,3716,4567
2021-03-05,5934,4426.866667,3776.111111,1685.5,1584,8388.333333,2710,1592.9,3945.5,5331
2021-03-06,5538,3879.666667,3645,1831.5,2116,7734.333333,4692.777778,1110.1,2430,5033
2021-03-07,5296,2731.066667,1518.888889,1705.5,1812,8945.333333,3705.555556,549.1,1461,5302
2021-03-08,8096,3000.933333,1042.777778,1102.5,1744,3591.222222,3451.111111,787.1,2529,4748
2021-03-09,5856,3846.333333,4115,1755.5,2188,7862.666667,4915,1504.5,3653.5,3531
2021-03-10,6118,3862.6,3667.777778,1794,0,8875.111111,0,1429.7,3846.5,3885
2021-03-11,6210,4160.266667,3593.888889,2289.5,3824,8379.111111,4130,1322.6,4102,5563
2021-03-12,7030,4080.266667,3786.666667,2039,2036,9518.111111,3952.222222,1842.8,3924.5,5973
2021-03-13,6060,3547.666667,3391.111111,2232.5,2372,8464.222222,4466.111111,1156,3139,5894
2021-03-14,5422,2548.133333,1341.666667,2031,0,4868,2973.888889,654.5,1848.5,5731
2021-03-15,7622,3776.6,799.4444444,1370,4436,4026.555556,2468.333333,1139,3082,5121
2021-03-16,5714,3596,710,1858,2160,9325.111111,3648.888889,1579.3,4117.5,4551
2021-03-17,6814,3939.6,3586.111111,2277,2196,10033.66667,9235.555556,1815.6,4152,3430
2021-03-18,7226,4033.4,3736.666667,2569.5,2524,9664.666667,0,1504.5,4164,7257
2021-03-19,8464,4101.8,3178.888889,2566.5,3748,10063.33333,8915,1473.9,4080,6584
2021-03-20,6834,3696.6,3182.777778,3380.5,4644,8785.444444,0,1025.1,3413,7036
2021-03-21,6250,2251.066667,1185,3021.5,3268,5308.222222,8156.111111,379.1,2016,6850
2021-03-22,9726,3437.8,771.1111111,2524,3084,5477,0,974.1,3200.5,6155
2021-03-23,7138,3574.933333,3267.222222,2473,2456,9165.888889,8296.111111,1494.3,4702.5,4864
2021-03-24,7898,5796.466667,3174.444444,2993,3228,9999.111111,0,1654.1,4150,4825
2021-03-25,10208,4496.2,3215,3366,3400,11128.66667,10670,1315.8,4119,7060
2021-03-26,10050,5155.933333,2946.111111,3697.5,2960,9360.555556,6621.666667,1492.6,6468,7478
2021-03-27,8630,4137.466667,2810.555556,4127,3032,9549.777778,4771.666667,1004.7,5169,7592
2021-03-28,8366,2912.933333,914.4444444,3569.5,3968,4925.111111,4949.444444,554.2,3604,7330
